datetime.utcnow;Btn_name;Action;In_Time_Interval
2021-01-27 09:32:48.855680;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 32, 48, 195712), -0.05007021690767774, -0.4505024112869964, 0.1740290359848381];[datetime.datetime(2021, 1, 27, 9, 32, 48, 855680), -0.05000713794622492, -0.45014954919570965, 0.15911498904563778];[datetime.datetime(2021, 1, 27, 9, 32, 49, 106305), -0.049936352403019996, -0.4495123585546438, 0.18107730845573294]
2021-01-27 09:32:51.819387;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 32, 51, 195707), 0.09999141747985746, -0.4504739943539571, 0.175579594693779];[datetime.datetime(2021, 1, 27, 9, 32, 51, 819387), 0.10003317272251099, -0.4500308711985359, 0.16168434858686745];[datetime.datetime(2021, 1, 27, 9, 32, 52, 8117), 0.09991636567577304, -0.44954241930985495, 0.18009741314945826]
2021-01-27 09:32:55.092457;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 32, 54, 395883), -0.05006068534164547, -0.4504166518522166, 0.1686160152788718];[datetime.datetime(2021, 1, 27, 9, 32, 55, 92457), -0.049968099407003634, -0.4497266073589147, 0.16857104698291378];[datetime.datetime(2021, 1, 27, 9, 32, 55, 317774), -0.049947986414568, -0.4495455849087205, 0.18613899166099387]
2021-01-27 09:32:57.944162;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 32, 57, 295770), 0.0999307780142223, -0.45042376962575625, 0.167817307366343];[datetime.datetime(2021, 1, 27, 9, 32, 57, 944162), 0.10001130252662359, -0.449895410268968, 0.1632967658516918];[datetime.datetime(2021, 1, 27, 9, 32, 58, 197908), 0.09994050522356603, -0.4495769324470992, 0.18616370019121437]
2021-01-27 09:33:01.038839;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 0, 397120), -0.05007481858494305, -0.450472200839423, 0.1701467621692495];[datetime.datetime(2021, 1, 27, 9, 33, 1, 38839), -0.049997519300463825, -0.4499913944732429, 0.16141188428031084];[datetime.datetime(2021, 1, 27, 9, 33, 1, 303642), -0.04994606053123111, -0.4495282514300852, 0.18508637211822562]
2021-01-27 09:33:03.804888;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 3, 296411), 0.09999048515329662, -0.4504326317427904, 0.16800230140951508];[datetime.datetime(2021, 1, 27, 9, 33, 3, 804888), 0.1000317563289984, -0.45002449910426, 0.16199275318004686];[datetime.datetime(2021, 1, 27, 9, 33, 4, 96478), 0.09992997528782095, -0.4496036514999624, 0.18703439848940626]
2021-01-27 09:33:06.915518;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 6, 295714), -0.05008636113034245, -0.45049477926320597, 0.17402342114618838];[datetime.datetime(2021, 1, 27, 9, 33, 6, 915518), -0.05000122133441056, -0.4500247137947414, 0.16184464538047832];[datetime.datetime(2021, 1, 27, 9, 33, 7, 218299), -0.04994477399786209, -0.44951667227655145, 0.1831794068122885]
2021-01-27 09:33:09.850182;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 9, 296651), 0.10003368111221313, -0.4504785637289931, 0.17078128072343374];[datetime.datetime(2021, 1, 27, 9, 33, 9, 850182), 0.10001877379940492, -0.45015154897491916, 0.160463996086534];[datetime.datetime(2021, 1, 27, 9, 33, 9, 996694), 0.09989402797136931, -0.4495901091006574, 0.17920333633175084]
2021-01-27 09:33:12.923288;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 12, 395674), -0.050076009580667095, -0.4504829150166195, 0.1740008550359114];[datetime.datetime(2021, 1, 27, 9, 33, 12, 923288), -0.050020568610104406, -0.450127263580617, 0.16166421447292598];[datetime.datetime(2021, 1, 27, 9, 33, 13, 201280), -0.0499540019632046, -0.44952824075136755, 0.18527602230142232]
2021-01-27 09:33:15.827761;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 15, 295760), 0.10004192384396238, -0.45047853070324184, 0.1726489075361454];[datetime.datetime(2021, 1, 27, 9, 33, 15, 827761), 0.10001780048891454, -0.4502213908537653, 0.1585643712773621];[datetime.datetime(2021, 1, 27, 9, 33, 16, 127656), 0.0998838771417576, -0.44958148217173843, 0.18435625469037334]
2021-01-27 09:33:19.078801;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 18, 395719), -0.05007856303482191, -0.4505058858460717, 0.17526520419468783];[datetime.datetime(2021, 1, 27, 9, 33, 19, 78801), -0.05000895799832894, -0.4500943458929368, 0.1584116892107344];[datetime.datetime(2021, 1, 27, 9, 33, 19, 325879), -0.04994335842893269, -0.4495039317675043, 0.18049695152192186]
2021-01-27 09:33:22.027439;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 21, 395699), 0.09999557367241782, -0.4504555542742218, 0.1734844239881163];[datetime.datetime(2021, 1, 27, 9, 33, 22, 27439), 0.10003293401236359, -0.45002979728541453, 0.16203634599024877];[datetime.datetime(2021, 1, 27, 9, 33, 22, 203901), 0.09991636200335753, -0.4495424027869505, 0.1805756468973537]
2021-01-27 09:33:25.151247;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 24, 396414), -0.05008404906144744, -0.45047383018364145, 0.1762045793283309];[datetime.datetime(2021, 1, 27, 9, 33, 25, 151247), -0.050008239896211046, -0.4500163194150064, 0.1618920633600297];[datetime.datetime(2021, 1, 27, 9, 33, 25, 306256), -0.04995651163743306, -0.4495508249162875, 0.1795521316319257]
2021-01-27 09:33:27.915227;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 27, 396786), 0.1000289720037345, -0.45045735734733533, 0.1698595776187191];[datetime.datetime(2021, 1, 27, 9, 33, 27, 915227), 0.1000101885823276, -0.45015001521611514, 0.16012136227880908];[datetime.datetime(2021, 1, 27, 9, 33, 28, 209428), 0.09987656179212816, -0.449548555478992, 0.18537254340019463]
2021-01-27 09:33:31.023279;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 30, 406754), -0.05007782392494248, -0.4504992368261498, 0.17196201853399096];[datetime.datetime(2021, 1, 27, 9, 33, 31, 23279), -0.049998868812698445, -0.4500035404536655, 0.16089081561504592];[datetime.datetime(2021, 1, 27, 9, 33, 31, 306842), -0.049943536283261605, -0.44950553250553676, 0.18389059189151108]
2021-01-27 09:33:33.803259;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 33, 303651), 0.10012523849409768, -0.45048217719103795, 0.1726316546096928];[datetime.datetime(2021, 1, 27, 9, 33, 33, 803259), 0.10001117694841723, -0.4501173580514426, 0.16098164996328795];[datetime.datetime(2021, 1, 27, 9, 33, 34, 99656), 0.0998874367591816, -0.44956044422588853, 0.18514373703030756]
2021-01-27 09:33:36.995881;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 36, 296492), -0.05008786765480334, -0.4505083302641162, 0.1740233950888026];[datetime.datetime(2021, 1, 27, 9, 33, 36, 995881), -0.04997417365329247, -0.4497812772422942, 0.16611355736660574];[datetime.datetime(2021, 1, 27, 9, 33, 37, 204474), -0.049944757824757186, -0.4495165267141214, 0.18258326814410522]
2021-01-27 09:33:39.744294;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 39, 195966), 0.10011090477913338, -0.4503853302454896, 0.17819479659712747];[datetime.datetime(2021, 1, 27, 9, 33, 39, 744294), 0.10004497443648937, -0.4502694694105115, 0.15862534805273854];[datetime.datetime(2021, 1, 27, 9, 33, 39, 999657), 0.09989325176228314, -0.4495866156392046, 0.18136069962154036]
2021-01-27 09:33:42.897474;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 42, 295689), -0.05006793237758263, -0.4504102526371314, 0.16853366351433];[datetime.datetime(2021, 1, 27, 9, 33, 42, 897474), -0.04998998148924569, -0.4499235521037639, 0.16260601390096738];[datetime.datetime(2021, 1, 27, 9, 33, 43, 215659), -0.04994701732119991, -0.44953686280245947, 0.18614339037916522]
2021-01-27 09:33:45.744578;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 45, 96577), 0.10007964717916702, -0.45039315390228646, 0.17821995670481375];[datetime.datetime(2021, 1, 27, 9, 33, 45, 744578), 0.09997704555924582, -0.45007504093464423, 0.16175472838072563];[datetime.datetime(2021, 1, 27, 9, 33, 45, 903656), 0.09987999692167221, -0.44960108013418865, 0.1815779564762597]
2021-01-27 09:33:48.911211;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 48, 295734), -0.05005742394968238, -0.45038730776235525, 0.16846258761617838];[datetime.datetime(2021, 1, 27, 9, 33, 48, 911211), -0.04999990874565763, -0.45001290013572137, 0.1613914489120727];[datetime.datetime(2021, 1, 27, 9, 33, 49, 103664), -0.04995017718835954, -0.44956530247354437, 0.17954425365199858]
2021-01-27 09:33:51.679211;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 51, 95701), 0.1000346133731213, -0.4504132277899926, 0.17815206810087994];[datetime.datetime(2021, 1, 27, 9, 33, 51, 679211), 0.09999588047059617, -0.4501227198063466, 0.15864156279259337];[datetime.datetime(2021, 1, 27, 9, 33, 52, 3233), 0.09989005347051039, -0.4496092820840572, 0.18642831951212174]
2021-01-27 09:33:54.914487;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 54, 295706), -0.05006072415217503, -0.4504170010465696, 0.16861267195642352];[datetime.datetime(2021, 1, 27, 9, 33, 54, 914487), -0.050000747501638965, -0.4500204491697649, 0.16185254808837127];[datetime.datetime(2021, 1, 27, 9, 33, 55, 203656), -0.04994322909619134, -0.4495027677375507, 0.1832030879173657]
2021-01-27 09:33:57.887192;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 33, 57, 295863), 0.10001225297165281, -0.4504981675954466, 0.17473719771016805];[datetime.datetime(2021, 1, 27, 9, 33, 57, 887192), 0.09995621676532734, -0.4497958469494214, 0.16805577689861437];[datetime.datetime(2021, 1, 27, 9, 33, 58, 107575), 0.09991424360977508, -0.44960697074210404, 0.18631211923066363]
2021-01-27 09:34:00.923611;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 0, 299697), -0.050077252217846493, -0.45049409375909133, 0.17298480843090844];[datetime.datetime(2021, 1, 27, 9, 34, 0, 923611), -0.05000975017731569, -0.45010147572132103, 0.1598908851247];[datetime.datetime(2021, 1, 27, 9, 34, 1, 201439), -0.0499450757932131, -0.4495193885176806, 0.1850986819068524]
2021-01-27 09:34:03.851952;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 3, 195738), 0.09995881902506673, -0.4504804507160736, 0.1750531777161688];[datetime.datetime(2021, 1, 27, 9, 34, 3, 851952), 0.10008282808312374, -0.45018007247619324, 0.15849865143529832];[datetime.datetime(2021, 1, 27, 9, 34, 4, 97883), 0.09993145459963661, -0.44953621870721217, 0.18396646644370138]
2021-01-27 09:34:06.910004;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 6, 295742), -0.05008207909996753, -0.4504560719803208, 0.17675437553425766];[datetime.datetime(2021, 1, 27, 9, 34, 6, 910004), -0.05002969936633337, -0.45020942982582673, 0.15871981401655919];[datetime.datetime(2021, 1, 27, 9, 34, 7, 201603), -0.04995556935415903, -0.4495423454568476, 0.18191160508584256]
2021-01-27 09:34:09.961474;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 9, 295706), 0.10005034616767063, -0.45048384911438927, 0.17190873168725712];[datetime.datetime(2021, 1, 27, 9, 34, 9, 961474), 0.10000909776856028, -0.4501080003479962, 0.15849870343111244];[datetime.datetime(2021, 1, 27, 9, 34, 10, 301160), 0.0999056490373524, -0.4496053508236802, 0.18699416662101054]
2021-01-27 09:34:13.217941;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 12, 603687), -0.05007601092447806, -0.45048292710523397, 0.1702111440171084];[datetime.datetime(2021, 1, 27, 9, 34, 13, 217941), -0.05000076567899836, -0.4500206127709614, 0.16146393945517312];[datetime.datetime(2021, 1, 27, 9, 34, 13, 410647), -0.04994445273770166, -0.4495137808468615, 0.1821012117629526]
2021-01-27 09:34:16.123710;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 15, 595724), 0.10000282938151644, -0.45041829055559207, 0.16669417277920037];[datetime.datetime(2021, 1, 27, 9, 34, 16, 123710), 0.10001059495262599, -0.4500405449144412, 0.16168434854720626];[datetime.datetime(2021, 1, 27, 9, 34, 16, 399657), 0.0998972680897662, -0.4495676340487857, 0.18598310793162603]
2021-01-27 09:34:19.312347;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 18, 595713), -0.050071257425532534, -0.4505117732556898, 0.17417465456038797];[datetime.datetime(2021, 1, 27, 9, 34, 19, 312347), -0.0499991588425159, -0.4500061508016913, 0.1619710932429686];[datetime.datetime(2021, 1, 27, 9, 34, 19, 497111), -0.04994646884212158, -0.4495319263397408, 0.17978918233164815]
2021-01-27 09:34:22.217358;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 21, 706399), 0.10009744735871795, -0.4504729420633977, 0.16899977113000542];[datetime.datetime(2021, 1, 27, 9, 34, 22, 217358), 0.09998808300830755, -0.4500505171087001, 0.1615670137417308];[datetime.datetime(2021, 1, 27, 9, 34, 22, 496030), 0.09989003659156756, -0.4495721452150537, 0.1818675626251803]
2021-01-27 09:34:25.288944;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 24, 696803), -0.05008323319404657, -0.45046691191085253, 0.17016257465823093];[datetime.datetime(2021, 1, 27, 9, 34, 25, 288944), -0.05000918784772605, -0.45002484988223906, 0.16187625798372185];[datetime.datetime(2021, 1, 27, 9, 34, 25, 601928), -0.04995112530978126, -0.4495023541975354, 0.1831996276680492]
2021-01-27 09:34:28.231228;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 27, 695705), 0.10002769309588647, -0.45049325471813473, 0.17073298388983404];[datetime.datetime(2021, 1, 27, 9, 34, 28, 231228), 0.10002907188314507, -0.45016079060629755, 0.15968081202069145];[datetime.datetime(2021, 1, 27, 9, 34, 28, 496920), 0.09989310512426049, -0.4495488994570055, 0.1821446122241993]
2021-01-27 09:34:31.378555;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 30, 695719), -0.0500831395842693, -0.4504656420061318, 0.1763084038555155];[datetime.datetime(2021, 1, 27, 9, 34, 31, 378555), -0.050014115335873244, -0.45014076334616543, 0.15844327561912463];[datetime.datetime(2021, 1, 27, 9, 34, 31, 620484), -0.049945894241791064, -0.4495267547792313, 0.18177723137343355]
2021-01-27 09:34:34.324715;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 33, 698555), 0.10003652096836364, -0.4503846800431723, 0.17820038311458242];[datetime.datetime(2021, 1, 27, 9, 34, 34, 324715), 0.09997924898228332, -0.45004785461459074, 0.16219858963319728];[datetime.datetime(2021, 1, 27, 9, 34, 34, 631559), 0.09988841884370345, -0.449564864264758, 0.18535648332588053]
2021-01-27 09:34:37.409926;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 36, 795803), -0.05007981523620239, -0.4505171506277578, 0.17194617756798006];[datetime.datetime(2021, 1, 27, 9, 34, 37, 409926), -0.05000032405213469, -0.4500166380080221, 0.1618874348899831];[datetime.datetime(2021, 1, 27, 9, 34, 37, 699796), -0.04994350737734663, -0.44950527234437, 0.18390639580094395]
2021-01-27 09:34:40.229599;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 39, 695734), 0.10002559858955501, -0.45044684961654946, 0.17596017973649677];[datetime.datetime(2021, 1, 27, 9, 34, 40, 229599), 0.10002178213418915, -0.4501650884986821, 0.1599798707037346];[datetime.datetime(2021, 1, 27, 9, 34, 40, 501846), 0.09987682002576649, -0.4495497177993888, 0.18391464840336633]
2021-01-27 09:34:43.215382;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 42, 696581), -0.05008471817591127, -0.4504800756363289, 0.17294645759353114];[datetime.datetime(2021, 1, 27, 9, 34, 43, 215382), -0.05002777942136649, -0.45019215254178385, 0.15941015434190436];[datetime.datetime(2021, 1, 27, 9, 34, 43, 503664), -0.049948294819837494, -0.44954836064041814, 0.18150513615789907]
2021-01-27 09:34:46.308241;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 45, 602943), 0.10003886040401126, -0.45050649892594147, 0.17389588344299875];[datetime.datetime(2021, 1, 27, 9, 34, 46, 308241), 0.09998175026689035, -0.44983659681653343, 0.16534352365308627];[datetime.datetime(2021, 1, 27, 9, 34, 46, 498623), 0.09990485167173324, -0.4495276587621146, 0.18043078510360583]
2021-01-27 09:34:49.378587;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 48, 697080), -0.050073104560652185, -0.4504567815070599, 0.17652071531844918];[datetime.datetime(2021, 1, 27, 9, 34, 49, 378587), -0.050016415618193394, -0.4500898914565526, 0.1584353974512681];[datetime.datetime(2021, 1, 27, 9, 34, 49, 617897), -0.049952043313964245, -0.44951061517325375, 0.18107730845573278]
2021-01-27 09:34:52.345332;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 51, 795728), 0.10010981422228865, -0.4504545778265541, 0.17593038000587538];[datetime.datetime(2021, 1, 27, 9, 34, 52, 345332), 0.10000866297427985, -0.45014314839089214, 0.16003755845180134];[datetime.datetime(2021, 1, 27, 9, 34, 52, 604673), 0.09987812910218231, -0.4495556100067346, 0.18407107020080482]
2021-01-27 09:34:55.423532;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 54, 895701), -0.05008184891369189, -0.450535445555387, 0.17391609932804578];[datetime.datetime(2021, 1, 27, 9, 34, 55, 423532), -0.05004234900946723, -0.45025167230139834, 0.15898661309545914];[datetime.datetime(2021, 1, 27, 9, 34, 55, 722230), -0.049951195838884035, -0.449502988877678, 0.1805048541640873]
2021-01-27 09:34:58.297892;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 34, 57, 706987), 0.10008332008323952, -0.45044676860559074, 0.17704523576982736];[datetime.datetime(2021, 1, 27, 9, 34, 58, 297892), 0.09995991093829616, -0.4499608060989796, 0.16425141248269176];[datetime.datetime(2021, 1, 27, 9, 34, 58, 496602), 0.09987932100552302, -0.4495980375566996, 0.18144921771869735]
2021-01-27 09:35:01.507119;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 0, 795708), -0.050071537091088254, -0.45044268057816095, 0.17855169221139391];[datetime.datetime(2021, 1, 27, 9, 35, 1, 507119), -0.04998707773376496, -0.449897417507603, 0.16319350987091485];[datetime.datetime(2021, 1, 27, 9, 35, 1, 696715), -0.04994520162063543, -0.44952052099870077, 0.1810773260652893]
2021-01-27 09:35:04.378661;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 3, 795713), 0.10002189318010428, -0.4503883346764335, 0.17822100838003463];[datetime.datetime(2021, 1, 27, 9, 35, 4, 378661), 0.10000639463938313, -0.4500958344541329, 0.1586093919651179];[datetime.datetime(2021, 1, 27, 9, 35, 4, 600122), 0.09988719729237185, -0.4495593664648788, 0.17989174569672745]
2021-01-27 09:35:07.606676;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 6, 995741), -0.05007516152893139, -0.4504752859576724, 0.17106795045071757];[datetime.datetime(2021, 1, 27, 9, 35, 7, 606676), -0.05001697654915492, -0.45009493918653454, 0.15985927430454105];[datetime.datetime(2021, 1, 27, 9, 35, 7, 911774), -0.04994412226787775, -0.44951080652798553, 0.18507496085730862]
2021-01-27 09:35:10.415806;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 9, 896002), 0.10010158635042593, -0.4504916590893296, 0.17165356552835961];[datetime.datetime(2021, 1, 27, 9, 35, 10, 415806), 0.10001289216672676, -0.45016218416186987, 0.1597337913096704];[datetime.datetime(2021, 1, 27, 9, 35, 10, 704739), 0.09987815038745576, -0.44955570581265614, 0.18352847593425703]
2021-01-27 09:35:13.542913;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 12, 895791), -0.0500751826290766, -0.4503938883261329, 0.17890634720757465];[datetime.datetime(2021, 1, 27, 9, 35, 13, 542913), -0.05001801234012784, -0.4501042601072936, 0.15986717504871542];[datetime.datetime(2021, 1, 27, 9, 35, 13, 799734), -0.04994525073708617, -0.44952096306023737, 0.18107388518598674]
2021-01-27 09:35:16.603250;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 15, 895762), 0.09996883385982512, -0.4504837502982417, 0.17401992496925306];[datetime.datetime(2021, 1, 27, 9, 35, 16, 603250), 0.10006400789991772, -0.4500954178794979, 0.16075703043100165];[datetime.datetime(2021, 1, 27, 9, 35, 16, 824837), 0.09994235752759008, -0.4495482253735679, 0.17967801089076152]
2021-01-27 09:35:19.656760;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 18, 999657), -0.05007264813258233, -0.45045267548803164, 0.17629603650393916];[datetime.datetime(2021, 1, 27, 9, 35, 19, 656760), -0.05003111076447794, -0.4502221307766828, 0.1584669221728477];[datetime.datetime(2021, 1, 27, 9, 35, 19, 914315), -0.04994714155902957, -0.44953798097650977, 0.17957581458713703]
2021-01-27 09:35:22.548149;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 21, 895723), 0.10006182126513197, -0.4504566828307941, 0.17704977146759768];[datetime.datetime(2021, 1, 27, 9, 35, 22, 548149), 0.09995373843949133, -0.44997011732120273, 0.16292068361608167];[datetime.datetime(2021, 1, 27, 9, 35, 22, 719290), 0.0998724237956757, -0.44956699036920644, 0.17993198427201643]
2021-01-27 09:35:25.595252;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 24, 995763), -0.05009147091909539, -0.4505503899888893, 0.17194717461470618];[datetime.datetime(2021, 1, 27, 9, 35, 25, 595252), -0.05002555323975458, -0.4501005538277672, 0.1595543131738684];[datetime.datetime(2021, 1, 27, 9, 35, 25, 927420), -0.04995644154229766, -0.44955019414153014, 0.1846088082703723]
2021-01-27 09:35:28.667724;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 27, 995798), 0.10000068339051252, -0.4504785723020958, 0.1719949347060352];[datetime.datetime(2021, 1, 27, 9, 35, 28, 667724), 0.10006239459569854, -0.45012524516572355, 0.1594655639485673];[datetime.datetime(2021, 1, 27, 9, 35, 28, 907657), 0.09993271593224706, -0.4495418927434502, 0.1833067395454981]
2021-01-27 09:35:31.724978;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 31, 95732), -0.050075905988449944, -0.4504819831026231, 0.17125759160939472];[datetime.datetime(2021, 1, 27, 9, 35, 31, 724978), -0.05001804420180228, -0.45010454682551254, 0.15987507801895248];[datetime.datetime(2021, 1, 27, 9, 35, 32, 6594), -0.04994300549998727, -0.44950075531040706, 0.18390638743243817]
2021-01-27 09:35:34.511348;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 33, 995734), 0.10002953118083005, -0.4504598754719207, 0.1758957928517587];[datetime.datetime(2021, 1, 27, 9, 35, 34, 511348), 0.10002078369039918, -0.45016059483209414, 0.160918598721228];[datetime.datetime(2021, 1, 27, 9, 35, 34, 803668), 0.09988988565353976, -0.44957146589265323, 0.18354459701535272]
2021-01-27 09:35:37.646494;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 36, 995780), -0.05008123852379223, -0.45052995449827377, 0.17195290009657127];[datetime.datetime(2021, 1, 27, 9, 35, 37, 646494), -0.050020472677185936, -0.45012640029513173, 0.15913545535770182];[datetime.datetime(2021, 1, 27, 9, 35, 37, 905214), -0.04994736052874253, -0.44953995176418715, 0.18177280147955138]
2021-01-27 09:35:40.591210;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 39, 997105), 0.1001324722429214, -0.4504033756322903, 0.17818218065772295];[datetime.datetime(2021, 1, 27, 9, 35, 40, 591210), 0.10000462499996143, -0.45008786989011534, 0.15863353160909402];[datetime.datetime(2021, 1, 27, 9, 35, 40, 906767), 0.09989448472649089, -0.449592164804702, 0.18614761697057947]
2021-01-27 09:35:43.712666;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 43, 95699), -0.05006941512049833, -0.4504235913667287, 0.1685448838136753];[datetime.datetime(2021, 1, 27, 9, 35, 43, 712666), -0.050017831432769985, -0.45010263215034096, 0.16029206423149528];[datetime.datetime(2021, 1, 27, 9, 35, 43, 907154), -0.04995505389769271, -0.4495377069446429, 0.17948888324396248]
2021-01-27 09:35:46.603260;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 46, 95756), 0.10003250114545964, -0.45047325002122635, 0.17596013076675227];[datetime.datetime(2021, 1, 27, 9, 35, 46, 603260), 0.10002460734267872, -0.45014069883667973, 0.1600811348032828];[datetime.datetime(2021, 1, 27, 9, 35, 46, 906844), 0.09988771355358333, -0.44956168998633894, 0.1841354472100799]
2021-01-27 09:35:49.807022;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 49, 95717), -0.050087370115128704, -0.4505038544058202, 0.17403130635093375];[datetime.datetime(2021, 1, 27, 9, 35, 49, 807022), -0.049988342736540146, -0.44990880287968954, 0.16256649034945747];[datetime.datetime(2021, 1, 27, 9, 35, 50, 3029), -0.0499439894342455, -0.44950961098847364, 0.18031863310305926]
2021-01-27 09:35:52.731763;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 52, 95743), 0.10010813602373303, -0.450405229977506, 0.17815102944099354];[datetime.datetime(2021, 1, 27, 9, 35, 52, 731763), 0.10001306985372004, -0.4501629839383882, 0.1603707866459779];[datetime.datetime(2021, 1, 27, 9, 35, 53, 3882), 0.09987963256255532, -0.44956237714436403, 0.18392626330687953]
2021-01-27 09:35:55.833626;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 55, 195719), -0.05007729162811323, -0.45042285360439444, 0.1685527855199238];[datetime.datetime(2021, 1, 27, 9, 35, 55, 833626), -0.04999902493506835, -0.45000494559787574, 0.1614118867789656];[datetime.datetime(2021, 1, 27, 9, 35, 56, 107657), -0.04994623760727753, -0.44952984516321975, 0.18663238160024118]
2021-01-27 09:35:58.737713;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 35, 58, 199660), 0.10002505581298571, -0.4504397216873843, 0.16986765639594875];[datetime.datetime(2021, 1, 27, 9, 35, 58, 737713), 0.1000043112621489, -0.4501235611536932, 0.1612129668191532];[datetime.datetime(2021, 1, 27, 9, 35, 59, 6733), 0.09989502007653525, -0.4496316369841551, 0.18716315051206053]
2021-01-27 09:36:01.841247;Btn2;pressed;True;[datetime.datetime(2021, 1, 27, 9, 36, 1, 195746), -0.050076603198761546, -0.4504882551944403, 0.17030141464849524];[datetime.datetime(2021, 1, 27, 9, 36, 1, 841247), -0.05001547067804392, -0.4500813880882277, 0.159859277041163];[datetime.datetime(2021, 1, 27, 9, 36, 2, 96617), -0.04994370380179597, -0.44950704021840654, 0.18503544411147635]
2021-01-27 09:36:04.743210;Btn1;pressed;True;[datetime.datetime(2021, 1, 27, 9, 36, 4, 195732), 0.09997136517351456, -0.4504579842195448, 0.1708916815365252];[datetime.datetime(2021, 1, 27, 9, 36, 4, 743210), 0.10006788548719, -0.4501499456427124, 0.160463991644481];[datetime.datetime(2021, 1, 27, 9, 36, 5, 17910), 0.09992147056025073, -0.4495283436858503, 0.1828526141678195]
